Unnamed: 0,index,Hospital Name,Address,State,ZIP Code,County Name,Condition,Measure Name,Score
937,937,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,WI,54660,MONROE,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
938,938,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NY,10010,NEW YORK,Preventative Care Measures,Patients assessed and given influenza vaccination,95.0
939,939,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,GA,31021,LAURENS,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,117.0
940,940,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PA,19104,PHILADELPHI,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
941,941,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,SC,29209,RICHLAND,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,264.0
942,942,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,WV,25704,WAYNE,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
943,943,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,GA,30904,RICHMOND,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
944,944,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,IL,60612,COOK,Emergency Department (ED) Measures,Door to diagnostic eval,
945,945,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,OH,45220,HAMILTON,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
946,946,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,MD,21201,BALTIMORE C,Emergency Department (ED) Measures,Door to diagnostic eval,
947,947,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,MI,48201,WAYNE,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
948,948,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,GA,30033,DEKALB,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,294.0
949,949,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,MA,2130,SUFFOLK,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,178.0
950,950,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,MA,1053,HAMPSHIRE,Preventative Care Measures,Patients assessed and given influenza vaccination,93.0
951,951,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,WI,54660,MONROE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,
952,952,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,IL,60141,COOK,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,193.0
953,953,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,KY,40206,JEFFERSON,Acute Myocardial Infarction (AMI),Median Time to ECG,
954,954,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PA,19104,PHILADELPHI,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
955,955,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,NY,10468,BRONX,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
956,956,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,GA,31021,LAURENS,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
957,957,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,NY,10468,BRONX,Emergency Department (ED) Measures,Door to diagnostic eval,
958,958,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,FL,32608,ALACHUA,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,332.0
959,959,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,FL,33410,PALM BEACH,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,341.0
960,960,DURHAM VA MEDICAL CENTER,508 FULTON STREET,NC,27705,DURHAM,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
961,961,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,MI,48105,WASHTENAW,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
962,962,DURHAM VA MEDICAL CENTER,508 FULTON STREET,NC,27705,DURHAM,Emergency Department (ED) Measures,Door to diagnostic eval,
963,963,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,VA,24153,SALEM,Emergency Department (ED) Measures,Door to diagnostic eval,
964,964,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,OH,45601,ROSS,Preventative Care Measures,Patients assessed and given influenza vaccination,97.0
965,965,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,NY,13210,ONONDAGA,Emergency Department (ED) Measures,Door to diagnostic eval,
966,966,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,AL,35233,JEFFERSON,Emergency Department (ED) Measures,Median time to pain med,
967,967,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,PA,19320,CHESTER,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
968,968,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,PA,17042,LEBANON,Preventative Care Measures,Patients assessed and given influenza vaccination,87.0
969,969,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,PR,921,SAN JUAN,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
970,970,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,OH,45428,MONTGOMERY,Acute Myocardial Infarction (AMI),Median Time to ECG,
971,971,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,OH,45428,MONTGOMERY,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
972,972,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,OH,44106,CUYAHOGA,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
973,973,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,GA,31021,LAURENS,Acute Myocardial Infarction (AMI),Median Time to ECG,7.0
974,974,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,NY,14215,ERIE,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
975,975,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,GA,31021,LAURENS,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,134.0
976,976,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,VT,5009,WINDSOR,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
977,977,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,PA,16504,ERIE,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
978,978,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,FL,33410,PALM BEACH,Emergency Department (ED) Measures,Median time to pain med,
979,979,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,WI,54660,MONROE,Emergency Department (ED) Measures,Median time to pain med,
980,980,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,VA,24153,SALEM,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,132.0
981,981,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,OH,45601,ROSS,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,164.0
982,982,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,MA,1053,HAMPSHIRE,Emergency Department (ED) Measures,Head CT results,
983,983,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,MI,49037,CALHOUN,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
984,984,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,RI,2908,PROVIDENCE,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
985,985,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,IN,46202,MARION,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,262.0
986,986,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,PA,19320,CHESTER,Acute Myocardial Infarction (AMI),Median Time to ECG,
987,987,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,IL,60141,COOK,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,265.0
988,988,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,NJ,7018,ESSEX,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
989,989,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,PA,16602,BLAIR,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,
990,990,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,IN,46202,MARION,Preventative Care Measures,Patients assessed and given influenza vaccination,99.0
991,991,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,OH,45428,MONTGOMERY,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
992,992,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,WV,25801,RALEIGH,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
993,993,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,TN,38104,SHELBY,Preventative Care Measures,Patients assessed and given influenza vaccination,62.0
994,994,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,VA,24153,SALEM,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
995,995,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,FL,33410,PALM BEACH,Preventative Care Measures,Patients assessed and given influenza vaccination,68.0
996,996,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,IN,46202,MARION,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
997,997,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,MI,48602,SAGINAW,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
998,998,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,KY,40502,FAYETTE,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
999,999,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,OH,44106,CUYAHOGA,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1000,1000,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,MI,48201,WAYNE,Emergency Department (ED) Measures,Head CT results,
1001,1001,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,MI,48602,SAGINAW,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
1002,1002,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,MD,21201,BALTIMORE C,Emergency Department (ED) Measures,Head CT results,
1003,1003,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",AL,35404,TUSCALOOSA,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1004,1004,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,VT,5009,WINDSOR,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1005,1005,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,PA,18711,LUZERNE,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1006,1006,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,VT,5009,WINDSOR,Emergency Department (ED) Measures,Median time to pain med,
1007,1007,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,KY,40206,JEFFERSON,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1008,1008,DURHAM VA MEDICAL CENTER,508 FULTON STREET,NC,27705,DURHAM,Preventative Care Measures,Patients assessed and given influenza vaccination,88.0
1009,1009,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,MI,49037,CALHOUN,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,
1010,1010,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,NJ,7018,ESSEX,Emergency Department (ED) Measures,Door to diagnostic eval,
1011,1011,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,PA,18711,LUZERNE,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,58.0
1012,1012,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,NC,28144,ROWAN,Acute Myocardial Infarction (AMI),Median Time to ECG,
1013,1013,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,NY,14215,ERIE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1014,1014,SEATTLE VA MEDICAL CENTER - VA PUGIT SOUND,1660 S. COLUMBIAN WAY,WA,98108,KING,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,281.0
1015,1015,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,WY,82001,LARAMIE,Emergency Department (ED) Measures,Head CT results,
1016,1016,OMAHA VA MEDICAL CENTER - VA NEBRASKA WESTERN IOWA,4101 WOOLWORTH AVENUE,NE,68105,DOUGLAS,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,120.0
1017,1017,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,MS,39531,HARRISON,Emergency Department (ED) Measures,Door to diagnostic eval,
1018,1018,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,OK,74401,MUSKOGEE,Emergency Department (ED) Measures,Door to diagnostic eval,
1019,1019,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,NM,87108,BERNALILLO,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1020,1020,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,NV,89086,CLARK,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1021,1021,FAYETTEVILLE AR VA MEDICAL CENTER,1100 N. COLLEGE AVENUE,AR,72703,WASHINGTON,Emergency Department (ED) Measures,Door to diagnostic eval,
1022,1022,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,MS,39531,HARRISON,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,318.0
1023,1023,FARGO VA MEDICAL CENTER,2101 ELM STREET,ND,58102,CASS,Emergency Department (ED) Measures,Head CT results,
1024,1024,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,LA,71360,RAPIDES,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,
1025,1025,OVERTON BROOKS VA MEDICAL CENTER - SHREVEPORT,510 EAST STONER AVENUE,LA,71101,CADDO,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
1026,1026,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,IA,50310,POLK,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1027,1027,FRESNO VA MEDICAL CENTER - VA CENTRAL CALIFORNIA,2615 E. CLINTON AVENUE,CA,93703,FRESNO,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,509.0
1028,1028,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,CA,90073,LOS ANGELES,Preventative Care Measures,Patients assessed and given influenza vaccination,88.0
1029,1029,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,WY,82801,SHERIDAN,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1030,1030,SAN ANTONIO VA MEDICAL CENTER - VA SOUTH TEXAS,7400 MERTON MINTER BLVD.,TX,78229,BEXAR,Emergency Department (ED) Measures,Door to diagnostic eval,
1031,1031,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,AR,72205,PULASKI,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1032,1032,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,CA,92357,SAN BERNARD,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
1033,1033,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,WA,99205,SPOKANE,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1034,1034,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,UT,84148,SALT LAKE,Emergency Department (ED) Measures,Head CT results,
1035,1035,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,WA,99205,SPOKANE,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1036,1036,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IA,52246,JOHNSON,Acute Myocardial Infarction (AMI),Median Time to ECG,
1037,1037,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,CA,90073,LOS ANGELES,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
1038,1038,OVERTON BROOKS VA MEDICAL CENTER - SHREVEPORT,510 EAST STONER AVENUE,LA,71101,CADDO,Acute Myocardial Infarction (AMI),Median Time to ECG,
1039,1039,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IA,52246,JOHNSON,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1040,1040,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,CA,92161,SAN DIEGO,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1041,1041,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,NV,89502,WASHOE,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
1042,1042,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,NV,89086,CLARK,Emergency Department (ED) Measures,Head CT results,
1043,1043,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,TX,77030,HARRIS,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,310.0
1044,1044,SAN ANTONIO VA MEDICAL CENTER - VA SOUTH TEXAS,7400 MERTON MINTER BLVD.,TX,78229,BEXAR,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1045,1045,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,WA,99205,SPOKANE,Emergency Department (ED) Measures,Door to diagnostic eval,
1046,1046,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,UT,84148,SALT LAKE,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
1047,1047,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,MS,39531,HARRISON,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,52.0
1048,1048,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,CO,80220,DENVER,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
1049,1049,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,UT,84148,SALT LAKE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,297.0
1050,1050,TEMPLE VA MEDICAL CENTER - VA CENTRAL TEXAS,1901 VETERANS MEMORIAL DRIVE,TX,76504,BELL,Emergency Department (ED) Measures,Door to diagnostic eval,
1051,1051,OVERTON BROOKS VA MEDICAL CENTER - SHREVEPORT,510 EAST STONER AVENUE,LA,71101,CADDO,Emergency Department (ED) Measures,Head CT results,
1052,1052,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,MN,56303,STEARNS,Preventative Care Measures,Patients assessed and given influenza vaccination,94.0
1053,1053,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,AZ,86313,YAVAPAI,Acute Myocardial Infarction (AMI),Aspirin at Arrival,96.0
1054,1054,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,CA,95655,SACRAMENTO,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
1055,1055,FRESNO VA MEDICAL CENTER - VA CENTRAL CALIFORNIA,2615 E. CLINTON AVENUE,CA,93703,FRESNO,Acute Myocardial Infarction (AMI),Median Time to ECG,
1056,1056,FRESNO VA MEDICAL CENTER - VA CENTRAL CALIFORNIA,2615 E. CLINTON AVENUE,CA,93703,FRESNO,Emergency Department (ED) Measures,Head CT results,
1057,1057,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IA,52246,JOHNSON,Emergency Department (ED) Measures,Median time to pain med,
1058,1058,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,LA,71360,RAPIDES,Emergency Department (ED) Measures,Head CT results,
